word,score
stare,3.1173668254655693
slate,3.093980077955825
crate,3.063663923776527
irate,3.0558683412732783
snare,3.0515374621048075
stale,3.042875703767865
arise,3.0220874837592033
store,3.0207882200086615
arose,3.0173235166738848
crane,3.0017323516673886
raise,2.9987007362494587
trace,2.9926375054135987
saute,2.9870073624945865
scare,2.9740147249891726
share,2.961022087483759
caste,2.956691208315288
snore,2.9549588566478997
stole,2.946297098310957
grate,2.941966219142486
saner,2.9406669553919444
teary,2.9250757903854483
parse,2.924642702468601
trade,2.909917713295799
crone,2.905153746210481
trice,2.9008228670420095
stone,2.9003897791251623
scale,2.899523603291468
blare,2.898657427457774
spare,2.8973581637072328
paste,2.892161108705067
glare,2.8891294932871374
plate,2.887830229536596
shale,2.8865309657860547
suite,2.8830662624512775
score,2.877436119532265
aisle,2.8752706799480294
prose,2.874837592031182
alone,2.8718059766132527
shire,2.86920744911217
later,2.8687743611953227
cater,2.8674750974447814
shore,2.8644434820268514
solar,2.862711130359463
slice,2.862278042442616
haste,2.86011260285838
canoe,2.8596795149415333
stair,2.852317020355132
saint,2.8488523170203552
trail,2.848419229103508
sauce,2.8471199653529666
alert,2.8462537895192725
baste,2.844521437851884
prone,2.84062364660026
atone,2.836725855348636
salty,2.836725855348636
noise,2.833694239930706
alter,2.832828064097012
flare,2.831095712429623
slant,2.8280640970116933
close,2.8280640970116933
trial,2.8276310090948464
plane,2.825898657427458
early,2.8224339540926806
drone,2.8215677782589865
cause,2.8176699870073625
least,2.81507145950628
route,2.812472932005197
urine,2.811606756171503
brace,2.811606756171503
sonar,2.809441316587267
steal,2.8072758770030317
horse,2.806409701169337
spire,2.805543525335643
stray,2.8033780857514077
heart,2.8033780857514077
grace,2.8020788220008663
spore,2.800779558250325
roast,2.8003464703334777
snarl,2.7981810307492423
brine,2.797747942832395
learn,2.7951494153313123
poise,2.794716327414465
clone,2.793850151580771
crest,2.7934170636639237
train,2.791684711996535
siren,2.7903854482459938
paler,2.787786920744911
tripe,2.7864876569943697
pearl,2.786054569077523
rouse,2.7847553053269816
stage,2.782156777825899
trope,2.7817236899090516
loser,2.7812906019922043
leant,2.780857514075357
slide,2.7795582503248157
clear,2.7782589865742744
story,2.773061931572109
truce,2.773061931572109
rinse,2.7717626678215677
hater,2.7708964919878736
relay,2.769164140320485
stern,2.768731052403638
price,2.7674317886530964
artsy,2.7592031182330015
write,2.758770030316154
satin,2.758770030316154
curse,2.757470766565613
scone,2.7570376786487656
borne,2.7566045907319188
react,2.75487223906453
wrote,2.754006063230836
pause,2.7531398873971415
slain,2.7531398873971415
lance,2.750974447812906
snort,2.750974447812906
forte,2.750974447812906
cleat,2.7501082719792116
haute,2.7488090082286702
shine,2.7488090082286702
place,2.747942832394976
since,2.747942832394976
coast,2.747076656561282
spite,2.747076656561282
salon,2.7444781290601994
tread,2.7444781290601994
shone,2.744045041143352
waste,2.743611953226505
slope,2.743178865309658
style,2.742745777392811
dealt,2.7418796015591167
large,2.7414465136422694
baler,2.740147249891728
great,2.739714161974881
adore,2.7392810740580336
tried,2.736249458640104
false,2.7353832828064095
carol,2.7336509311390214
chase,2.733217843222174
tenor,2.733217843222174
louse,2.732784755305327
nurse,2.7319185794716327
brute,2.7319185794716327
shear,2.728453876136856
lathe,2.7275877003031614
scary,2.72628843655262
drape,2.7258553486357733
slime,2.725422260718926
chore,2.7228237332178433
table,2.721957557384149
cairn,2.721524469467302
grade,2.719359029883066
stain,2.7180597661325248
coral,2.717626678215678
prune,2.717626678215678
rainy,2.7167605023819834
poser,2.715461238631442
alien,2.713728886964054
tribe,2.713728886964054
taper,2.7119965352966653
utile,2.7111303594629708
trash,2.7102641836292767
renal,2.7102641836292767
ratio,2.7102641836292767
snail,2.7089649198787353
lapse,2.7072325682113467
those,2.7055002165439586
plier,2.7055002165439586
party,2.704634040710264
beast,2.7016024252923345
smite,2.70073624945864
dairy,2.700303161541793
space,2.699003897791252
yeast,2.6985708098744046
skate,2.6981377219575573
farce,2.697271546123863
stake,2.696838458207016
smote,2.695972282373322
cutie,2.6955391944564746
crime,2.6951061065396273
arson,2.693373754872239
purse,2.692940666955392
earth,2.6916414032048506
triad,2.6912083152880033
worse,2.689909051537462
grape,2.6877436119532265
hairy,2.6873105240363793
pleat,2.685578172368991
trite,2.685578172368991
spine,2.685145084452144
pride,2.6847119965352966
smile,2.6847119965352966
nasty,2.6834127327847552
